comparison,feature,left_group,right_group,left_n,left_mean,left_median,left_p25,left_p75,left_min,left_max,right_n,right_mean,right_median,right_p25,right_p75,right_min,right_max,mean_difference,relative_mean_difference
short_approve_vs_short_reject,d1_open,SHORT_APPROVE,SHORT_REJECT,8,77896.375,71123.15,63757.05,89279.85,60000.4,105966.3,55,80259.75636363633,71038.2,64722.4,90721.8,62565.5,115427.0,-2363.381363636334,-0.029446655094845564
short_approve_vs_short_reject,d1_plus_di,SHORT_APPROVE,SHORT_REJECT,8,13.519443609676959,13.094405112081343,11.105533433906931,15.53562426234115,8.032480811594937,19.594557913167662,55,18.59446673095227,17.67321988820553,15.086605911146306,22.171856846283468,5.202642089275973,38.51442324964111,-5.075023121275311,-0.272931899296012
short_approve_vs_short_reject,d1_volume,SHORT_APPROVE,SHORT_REJECT,8,189511.563,193150.97100000002,125352.50475000001,229748.2345,70691.949,346702.152,55,146617.61372727272,149637.655,92143.43,184626.452,35973.848,326496.482,42893.94927272727,0.2925565911372383
short_approve_vs_short_reject,d1_close_vs_ema10_pct,SHORT_APPROVE,SHORT_REJECT,8,-3.4825056963667267,-2.883249342694094,-4.390777868961715,-1.7838477479541592,-8.528795996813754,-0.7877424971467151,55,0.17043555319719558,0.1903771432012702,-0.8609337105776327,1.4508432118482628,-6.3274725742218045,6.858666767563526,-3.652941249563922,-21.43297675302191
short_approve_vs_short_reject,d1_close_vs_ema55_pct,SHORT_APPROVE,SHORT_REJECT,8,-9.919583484095986,-9.244964454194015,-11.810744704788407,-7.771476099979599,-15.1001043281768,-6.625740386093004,55,-4.82558293516505,-4.667105664634164,-7.621035682374977,-0.9813953436990042,-17.84770480891803,7.174062867101227,-5.094000548930936,1.0556238732961916
short_approve_vs_short_reject,d1_ema10_vs_ema55_pct,SHORT_APPROVE,SHORT_REJECT,8,-6.649276204577136,-6.489005166539874,-8.59917234510012,-4.606974115493307,-10.561861899777824,-3.5142008211965003,55,-5.019713246675083,-3.9013484305063795,-6.927431802918521,-1.6723633317511477,-14.76096965355932,0.29515256841425863,-1.6295629579020527,0.32463267876535173
short_approve_vs_short_reject,d1_dmi_spread,SHORT_APPROVE,SHORT_REJECT,8,-19.053758510452127,-19.00098287531948,-24.30672637933863,-12.888968116646549,-33.74358199611165,-4.427571994381431,55,-4.464148339097497,-5.339127004201401,-10.613226823168002,3.645660820825512,-29.29705640937713,24.72599597372457,-14.589610171354629,3.2681732467483737
short_approve_vs_short_reject,h4_adx,SHORT_APPROVE,SHORT_REJECT,8,31.43910763808291,31.466401201852264,20.15761109051203,36.80407023146947,16.97757620047058,58.6937235945296,55,24.573215388967654,21.25823818024512,16.742813577197744,30.52095190977591,11.531511939833683,51.595002409951256,6.865892249115255,0.2794055291680613
short_approve_vs_short_reject,h4_close,SHORT_APPROVE,SHORT_REJECT,8,75824.0,66945.65,62449.9,88633.09999999999,59927.2,102124.9,55,80530.93272727274,71750.4,65293.25,91031.55,62756.0,115913.6,-4706.932727272739,-0.05844875463212762
short_approve_vs_short_reject,h4_disparity_20,SHORT_APPROVE,SHORT_REJECT,8,-2.2071435418700878,-1.9214404442265354,-2.977491913980232,-0.7054276445398439,-6.019549823305981,-0.20860589155686782,55,0.6053419314651397,0.7527176164151772,-0.535937340327175,1.4707695501549156,-2.1765338939076617,6.307088862806043,-2.8124854733352276,-4.646110449557041
short_approve_vs_short_reject,h4_ema_10,SHORT_APPROVE,SHORT_REJECT,8,76466.08462511696,68277.4256783067,62743.03811355062,88853.78534230395,59966.45455483166,103736.6643575446,55,80145.36047411044,71337.9116303398,64756.441322790364,90909.41386668179,62536.59044150786,115254.32571339645,-3679.2758489934786,-0.04590753385134505
short_approve_vs_short_reject,h4_ema_55,SHORT_APPROVE,SHORT_REJECT,8,78459.54734743884,70501.24415553795,64219.625099183315,92004.20876714328,61354.16104879514,104760.03156549772,55,79951.44688052712,70014.88452906755,64516.4747161712,90255.13110842518,61294.91844830147,112824.25984109897,-1491.8995330882753,-0.01866006922073149
short_approve_vs_short_reject,h4_high,SHORT_APPROVE,SHORT_REJECT,8,76640.0875,67640.65,62944.4,88890.025,60287.1,105297.0,55,81024.4781818182,71919.0,65856.85,91308.0,63083.9,116245.4,-4384.3906818182,-0.054111927410129934
short_approve_vs_short_reject,h4_low,SHORT_APPROVE,SHORT_REJECT,8,75546.5625,66802.29999999999,62263.0,88026.275,59712.8,101900.0,55,80120.69454545455,71420.8,64893.5,90607.3,62583.4,115500.1,-4574.132045454549,-0.05709051913996488
short_approve_vs_short_reject,h4_market_atr,SHORT_APPROVE,SHORT_REJECT,8,1174.0098603134666,1179.19457034949,1085.7727083388543,1333.8626438398255,757.1030296988005,1480.525897558969,55,997.9898196364534,974.1588945828305,803.3573012474659,1096.3227149145926,411.36360630539485,1800.8877376019711,176.02004067701318,0.17637458540522344
short_approve_vs_short_reject,h4_minus_di,SHORT_APPROVE,SHORT_REJECT,8,26.04590361908876,24.58990411517972,22.77353528593015,27.744212576472634,22.414710403151382,35.57514030858733,55,17.508846283735547,17.868699670894607,13.422383796053179,21.19635077438192,6.12183263850206,28.75144031793523,8.537057335353214,0.4875853723887864
short_approve_vs_short_reject,h4_open,SHORT_APPROVE,SHORT_REJECT,8,76390.8875,67508.05,62679.625,88555.67499999999,59998.9,104979.9,55,80485.28545454546,71420.8,65057.75,90912.35,62973.6,115978.4,-4094.397954545464,-0.050871385141049164
short_approve_vs_short_reject,h4_plus_di,SHORT_APPROVE,SHORT_REJECT,8,14.188021127782601,15.411342096255698,12.105300199886004,16.351205573706146,4.119031976517808,21.769032216810547,55,24.006945862544605,23.118353900602155,18.52518291001181,28.964295656619946,11.862926227684381,54.32007350667364,-9.818924734762003,-0.409003493863057
short_approve_vs_short_reject,h4_sqzmom,SHORT_APPROVE,SHORT_REJECT,8,-1711.6844995963847,-1026.7693437050614,-3397.366752463083,-475.1415007227771,-4415.021767405151,344.07815031817313,55,303.45042876702905,775.4669711290823,-657.4571874246486,1393.9974859007039,-4720.784455357139,3053.2890682640145,-2015.1349283634138,-6.6407384446654145
short_approve_vs_short_reject,h4_volume,SHORT_APPROVE,SHORT_REJECT,8,24729.600625,23370.9505,13053.60325,34171.7295,6756.373,45358.494,55,20541.9852,15105.875,11059.3285,23340.903,2442.758,56855.085,4187.615425,0.20385641330322835
short_approve_vs_short_reject,h4_close_vs_ema10_pct,SHORT_APPROVE,SHORT_REJECT,8,-0.8331505294062652,-0.4375372975816971,-1.358158175379054,-0.14122163293928958,-2.6169405393673073,-0.065460856612376,55,0.47505327948393056,0.46089796561967766,-0.06471522866683954,0.8736594611452153,-0.8053674713230596,3.4674302770709486,-1.3082038088901957,-2.753804394975128
short_approve_vs_short_reject,h4_close_vs_ema55_pct,SHORT_APPROVE,SHORT_REJECT,8,-3.3822593998882766,-2.5336507531514343,-3.8730575688125186,-2.2122193230639295,-8.687767737781959,-1.2046981658723088,55,0.7479063053584074,0.9250814112084838,-0.5624181363209246,1.7863098224043084,-4.9266037784867045,7.196784066786099,-4.130165705246684,-5.522303630355743
short_approve_vs_short_reject,h4_ema10_vs_ema55_pct,SHORT_APPROVE,SHORT_REJECT,8,-2.574519305013104,-2.4436669620633014,-3.690071188488664,-1.1798036825261038,-6.233966392141122,0.0894332433861944,55,0.26675258522705736,0.28166894351402405,-0.5087948792433516,1.3744475949373114,-4.186903560722744,3.6043746130820953,-2.8412718902401615,-10.65133778486794
short_approve_vs_short_reject,h4_dmi_spread,SHORT_APPROVE,SHORT_REJECT,8,-11.85788249130616,-10.628181458934542,-13.11496646928713,-6.505781487073355,-31.456108332069523,-0.9678587933232023,55,6.498099578809057,5.551341089360928,-0.6925026563764938,14.041754869018433,-14.978248536033462,48.19824086817158,-18.355982070115218,-2.8248231421346457
short_approve_vs_short_reject,h1_adx,SHORT_APPROVE,SHORT_REJECT,8,34.004154898060534,28.09342505389462,23.236785992234413,43.31335704337371,19.710046401542314,59.59671922935815,55,25.466016253657553,24.24611653792048,19.54285852359456,30.63100830820597,12.26033966739501,60.71936564953806,8.53813864440298,0.33527578712578143
short_approve_vs_short_reject,h1_close,SHORT_APPROVE,SHORT_REJECT,8,75644.25,66788.65,62319.475,88521.55,59559.3,102124.9,55,80331.12545454546,71750.4,65117.15,90965.6,62756.0,115650.1,-4686.875454545458,-0.05834445151895051
short_approve_vs_short_reject,h1_disparity_20,SHORT_APPROVE,SHORT_REJECT,8,-0.39514972244823754,-0.40132074192662515,-0.7538267367722534,-0.027345866919603612,-1.379186270540067,0.8392074335900501,55,0.30076024159521947,0.2509056428787959,-0.1160008410378166,0.590177661493374,-0.7288047370693107,2.486717805218275,-0.695909964043457,-2.3138362981502487
short_approve_vs_short_reject,h1_ema_10,SHORT_APPROVE,SHORT_REJECT,8,76066.550505345,67311.8570257278,62470.18618125298,88372.33943662484,59850.00894694799,103875.7397439653,55,80406.72359938042,71536.03889326224,65062.01940271804,90912.12658468085,62647.15970865178,115822.96965111856,-4340.173094035417,-0.05397773842471132
short_approve_vs_short_reject,h1_ema_55,SHORT_APPROVE,SHORT_REJECT,8,76751.10663474357,68874.14778015036,62875.39112997631,89191.7706403304,59981.078291357015,104103.72151384714,55,80066.57452245419,71052.36016334611,64816.277852880885,90857.62465335501,62258.10131798157,114885.49759805133,-3315.46788771062,-0.04140888888384775
