exit_month,signal,trades,wins,losses,win_rate,expectancy,sum_net,sum_gross,profit_factor,mean,median,std,skew,p05,p25,p75,p95,best,worst,avg_win,avg_loss,payoff_ratio,mfe_mean,mae_mean,duration_mean_h,duration_median_h
2026-02,LONG,4,2,2,50.0,-1.3267033002359478,-5.306813200943791,-4.052843355996021,0.5167711372420803,-1.3267033002359478,1.126848714789248,6.327925930770129,-1.666324347299023,-9.016426173709284,-2.972827503354834,2.7729729179081346,2.928046752202116,2.966815210775611,-10.527325841297898,2.8375870155306266,-5.490993616002522,0.5167711372420803,4.265302582157735,-7.666311949595588,109.0,92.0
2026-02,SHORT,4,4,0,100.0,5.489656639386197,21.95862655754479,22.976798530229075,,5.489656639386197,5.018135150800812,3.9694226580122556,0.682464062107341,1.6719196256824371,3.660774337403881,6.8470174527831285,9.967523737109495,10.747650308191089,1.1747059477520763,5.489656639386197,,,8.113069005148771,-0.8944383294806466,67.0,64.0
2026-03,LONG,5,3,2,60.0,0.9730064268833832,4.865032134416916,6.243317387469313,3.854256538049321,0.9730064268833832,0.33474896300367624,2.0240037397233706,0.3933033506999724,-0.9124540175991437,-0.7518874850984381,2.8948000205447446,3.2509330334619517,3.3399662866912534,-0.9525956507243201,2.189838423413225,-0.8522415679113791,2.5695043586995476,4.053471862407098,-2.982856655191978,77.6,68.0
2026-03,SHORT,5,2,3,40.0,0.7175412762099486,3.5877063810497427,4.951220439219769,1.5872449293116773,0.7175412762099486,-1.0626073305608081,3.8794501195634514,0.6347747027655068,-2.644126027751215,-2.3221624923576143,3.896458695450856,5.419799275183711,5.800634420116925,-2.7246169115996155,4.848546557783891,-2.036462244839346,2.380867393967516,4.381639182764798,-4.284025547497666,76.0,64.0
2026-04,LONG,4,4,0,100.0,1.6728937780004751,6.6915751120019005,7.681963129982238,,1.6728937780004751,1.9768377578834508,0.8918448454736138,-1.7095406176365924,0.5978533962190723,1.5192367216072116,2.1304948142767146,2.3224125879457116,2.370392031362961,0.3675075648720375,1.6728937780004751,,,3.859308111403711,-0.7971135867060231,54.0,58.0
2026-04,SHORT,5,2,3,40.0,-1.7129393979536922,-8.56469698976846,-7.074336323714993,0.1393825827053466,-1.7129393979536922,-0.7854388649876494,3.1764618384382697,-1.5180687871843688,-6.016769396084373,-2.193872943212914,0.5868935942158118,0.7575505056579867,0.8002147335185305,-6.972493509302239,0.6935541638671712,-3.317268439167601,0.2090738740580199,1.9145344557801884,-3.500132419451367,95.2,92.0
2026-05,LONG,5,2,3,40.0,-0.3987688844444438,-1.9938444222222191,-0.7353229880580203,0.41767258920804595,-0.3987688844444438,-0.2893514696429488,1.4901136390524994,-1.2417454770193894,-2.321824198182276,-0.309722183860434,0.21762267645066494,1.0134895405647208,1.212456256593235,-2.8248497017627363,0.71503946652195,-1.1413077850887063,0.6265088838120689,1.7635538533808686,-1.8095771367687994,60.0,56.0
2026-05,SHORT,5,3,2,60.0,0.522266140165771,2.611330700828855,4.016154693023745,1.6373537905329998,0.522266140165771,0.40995227109971055,2.8140123337953473,0.01775125550224127,-2.71003838813617,-0.946128944574577,2.0979163751756262,3.7800686735588553,4.200606748154663,-3.151015749026568,2.23615846481,-2.0485723468005723,1.0915691936886665,2.992777589925671,-2.274780670090162,83.2,68.0
2026-06,LONG,5,3,2,60.0,-0.4871165545591055,-2.4355827727955277,-1.0675261241885212,0.5920854148434684,-0.4871165545591055,0.3601689321930285,2.5001916278648815,-0.6540376314024094,-3.630301599061446,-1.9105848155390142,0.9226259873840572,1.9864755319635752,2.252437918108455,-4.060230794942054,1.1784109458951801,-2.985407805240534,0.3947236098956456,1.39027454038996,-3.2540811854040497,77.6,72.0
2026-06,SHORT,4,3,1,75.0,4.343285279890857,17.373141119563428,18.487602009674482,3945.128017969097,4.343285279890857,2.1285368837527923,5.973900873012856,1.7623025923354134,0.1940996405931412,0.9881174496437173,5.4837047139999315,11.593118673781857,13.120472163727344,-0.0044048116695028505,5.792515310410977,-0.0044048116695028505,1315.0426726563658,7.705567836728392,-2.1553693408510455,88.0,80.0
2026-07,LONG,6,3,3,50.0,0.5874139253518836,3.524483552111302,5.01095465088214,2.085909861074592,0.5874139253518836,0.23313846863117632,2.01516934397145,0.7186304341987934,-1.2442148309916212,-0.9814857109845156,1.5523345669473694,3.2350167110301564,3.777275595334861,-1.3247751426822654,2.256711248964084,-1.0818833982603164,2.085909861074592,2.5695351126356982,-1.071221951027207,55.333333333333336,58.0
2026-07,SHORT,6,2,4,33.33333333333333,-0.6069569944570182,-3.641741966742109,-2.008388144750916,0.27641977734160333,-0.6069569944570182,-0.9385447412475514,1.1411599909413692,1.0796327900571436,-1.6602898787373452,-1.3638855323649415,-0.11920351526828304,1.0126783002250566,1.3297533542170639,-1.7426502691181383,0.695603246233049,-1.2582371148020517,0.5528395546832067,2.425314187133789,-2.1277860158718203,74.66666666666667,64.0
2026-08,LONG,3,2,1,66.66666666666666,0.4275475637167194,1.2826426911501583,2.165402441612649,6.311359739255015,0.4275475637167194,0.05853920791558896,0.9114053214380836,1.5232864891229363,-0.21148749058063682,-0.09147562458231424,0.7620665741151879,1.3248884670748668,1.4655939403147868,-0.24149045708021746,0.7620665741151879,-0.24149045708021746,3.1556798696275075,2.071055263927257,-1.8155099766953315,93.33333333333333,100.0
2026-08,SHORT,3,2,1,66.66666666666666,-7.8413298005811285,-23.523989401743385,-22.472237898486345,0.020496142344708677,-7.8413298005811285,0.23340069843871752,14.007879782793202,-1.732044381332823,-21.591266443548534,-11.891414380443088,0.24612002879075448,0.25629549307238403,0.25883935914279144,-24.016229459324894,0.24612002879075448,-24.016229459324894,0.010248071172354338,1.5581273726103868,-9.329987513827746,129.33333333333334,144.0
