group,trades,wins,losses,win_rate,expectancy,sum_net,sum_gross,profit_factor,mean,median,std,skew,p05,p25,p75,p95,best,worst,avg_win,avg_loss,payoff_ratio,mfe_mean,mae_mean,duration_mean_h,duration_median_h
loss_lt_-3,13,0,13,0.0,-8.140507714395579,-105.82660028714251,-100.82057615148803,0.0,-8.140507714395579,-6.419972395723778,5.897573713159991,-1.9224668103077174,-18.97175316830394,-8.914046280905474,-4.472288400462221,-3.222730335925688,-3.151015749026568,-24.016229459324894,,-8.140507714395579,,0.5734728303892702,-11.77110457551886,164.30769230769232,156.0
loss_lt_-5,8,0,8,0.0,-10.758859767407976,-86.07087813926381,-82.71990976801013,0.0,-10.758859767407976,-8.690505681348855,6.241179730802429,-1.655503865385045,-21.07361828956267,-11.797686624545916,-6.834363230907623,-5.591290126311081,-5.1450765966273195,-24.016229459324894,,-10.758859767407976,,0.736493204682195,-15.606767401946437,192.5,192.0
loss_lt_-10,3,0,3,0.0,-16.717441424970918,-50.15232427491276,-48.77470602922784,0.0,-16.717441424970918,-15.608768974289971,6.812451552582199,-0.7129433117100373,-23.1754834108214,-19.81249921680743,-13.068047407793934,-11.035470154597107,-10.527325841297898,-24.016229459324894,,-16.717441424970918,,0.6367986808141147,-23.953152434446306,225.33333333333334,200.0
win_gt_3,14,14,0,100.0,5.524128238757711,77.33779534260795,80.93500785178496,,5.524128238757711,4.3450352743879055,2.9350210336732885,1.891367354943645,3.243814945021531,3.798095887984177,5.737177440332813,11.578137957628778,13.120472163727344,3.0652481676349033,5.524128238757711,,,7.900234235835091,-0.8246173476310201,67.14285714285714,64.0
win_gt_5,6,6,0,100.0,7.840555908317239,47.04333544990344,48.5849495793777,,7.840555908317239,6.219916678322372,3.2932522167878524,1.09878200553966,5.278131465514962,5.610263480764587,9.720537465275271,12.527266699843281,13.120472163727344,5.1885731203597905,7.840555908317239,,,10.158930838461488,-0.6455506164455288,70.0,68.0
win_gt_10,2,2,0,100.0,11.934061235959216,23.868122471918433,24.384142805329084,,11.934061235959216,11.934061235959216,1.6778384245973326,,10.866291400967901,11.340855772075152,12.527266699843281,13.001831070950532,13.120472163727344,10.747650308191089,11.934061235959216,,,15.461376652894119,-0.3677042498864122,80.0,80.0
